start_date,total_rentals,average_duration,member_rentals,casual_rentals,member_average_duration,casual_average_duration
2023/10/30,102056,13.23745313,87791,14265,12.33508503,18.79089146
2023/10/31,121547,13.92173329,104557,16990,12.8866097,20.29191681
2023/11/1,103384,13.10603849,90556,12828,12.59298169,16.72783235
2023/11/2,111708,13.15362985,97076,14632,12.34078059,18.54647804
2023/11/3,117894,14.81369747,97511,20383,13.34224139,21.85305156
2023/11/4,115173,17.18291657,86381,28792,14.97752283,23.79948076
2023/11/5,115289,17.86122961,84256,31033,15.30778837,24.79393817
2023/11/6,109199,15.77108337,93127,16072,14.6329609,22.36577796
2023/11/7,121130,15.14028743,103427,17703,13.96784173,21.99011749
2023/11/8,113595,13.71186936,98868,14727,13.0278029,18.30426994
2023/11/9,121286,14.13585052,103814,17472,13.06833648,20.47873645
2023/11/10,111397,13.93422339,92285,19112,12.58242762,20.4615608
2023/11/11,106110,15.92658656,79745,26365,13.46471273,23.37290284
2023/11/12,80622,13.90810056,63857,16765,11.51655391,23.01737548
2023/11/13,96960,12.13793472,85286,11674,11.29670559,18.28364885
2023/11/14,108435,12.19696562,95570,12865,11.54661836,17.02818888
2023/11/15,113716,12.06219031,99809,13907,11.41156826,16.73163275
2023/11/16,126032,12.63194255,108095,17937,11.54726059,19.16863745
2023/11/17,131552,13.49449673,107636,23916,11.98667639,20.28057089
2023/11/18,100217,14.05435039,77559,22658,11.85901507,21.56904772
2023/11/19,89999,14.1971146,70273,19726,11.82302781,22.65469347
2023/11/20,90641,11.60820048,79197,11444,10.67390011,18.07392811
2023/11/21,62221,11.1191835,55469,6752,10.36046591,17.35219688
2023/11/22,84206,13.05984669,70911,13295,11.71588329,20.22808951
2023/11/23,46157,15.91841433,34068,12089,12.04299049,26.83974274
2023/11/24,54684,13.50687374,43672,11012,11.28225598,22.32938612
2023/11/25,54138,13.17956672,43201,10937,11.12701751,21.28710798
2023/11/26,46249,12.15923371,38133,8116,10.46453509,20.12176976
2023/11/27,89180,12.3027252,79420,9760,11.64291027,17.67183402
2023/11/28,82936,10.81601496,75326,7610,10.38523772,15.07997372
2023/11/29,83511,10.88030699,75732,7779,10.47967482,14.78063804
2023/11/30,100116,11.96433754,88532,11584,11.25020727,17.422157
2023/12/1,68015,11.31493715,59558,8457,10.54421936,16.74267865
2023/12/2,104671,14.65327598,81552,23119,12.25145715,23.1256636
2023/12/3,36508,11.44719514,30926,5582,10.23660458,18.15423982
2023/12/4,98393,11.49866657,87035,11358,10.78611229,16.95888507
2023/12/5,98187,11.50548291,87915,10272,10.972499,16.06713396
2023/12/6,92702,10.85008648,83161,9541,10.28035357,15.81597666
2023/12/7,88293,11.18514189,78875,9418,10.63114992,15.82478056
2023/12/8,100728,12.01727921,86113,14615,10.99450393,18.04357053
2023/12/9,104642,14.99746246,81250,23392,12.37664759,24.10062628
2023/12/10,44662,11.78531003,36805,7857,10.18221754,19.294769
2023/12/11,70484,11.4959849,63142,7342,11.04726094,15.35505993
2023/12/12,93214,11.60307322,83550,9664,10.88691323,17.7946261
2023/12/13,96781,12.24962286,86334,10447,11.64950695,17.20898025
2023/12/14,93133,10.96917258,82975,10158,10.2851634,16.5564596
2023/12/15,105719,11.96518853,89873,15846,10.80966976,18.5188891
2023/12/16,97249,14.26453125,76937,20312,11.91562685,23.16161957
2023/12/17,56656,13.34224707,46584,10072,11.30143862,22.78118877
2023/12/18,59028,11.60851601,52249,6779,10.87678712,17.24830113
2023/12/19,83957,12.02780213,74784,9173,11.37321107,17.36443548
2023/12/20,83340,11.70923286,73916,9424,11.09768769,16.50581317
2023/12/21,77175,11.75371148,67988,9187,10.96769185,17.57061609
2023/12/22,65697,11.36658295,56882,8815,10.53817581,16.71218189
2023/12/23,51231,12.24402575,42525,8706,10.43194356,21.09525423
2023/12/24,40950,13.38564103,33183,7767,10.97196104,23.69762027
2023/12/25,31063,17.98781884,22341,8722,13.35240514,29.86121685
2023/12/26,53036,13.05442184,43509,9527,11.12334574,21.87348238
2023/12/27,44013,11.90915601,37640,6373,10.82584352,18.30738009
2023/12/28,48510,12.79278327,40919,7591,11.16865556,21.54758266
2023/12/29,71412,14.33833809,56119,15293,11.72860796,23.9149709
2023/12/30,58494,13.629825,46025,12469,11.0491233,23.15559254
2023/12/31,55722,14.16586238,43198,12524,11.16357393,24.52140823
